species,species_common_name,gene_symbol,cell_type,marker_direction,tissue,condition,assay,confidence,bbsr_verified,notes,source_title,citation,doi,pmid,url,evidence_type,evidence_location,evidence_note
Homo sapiens,human,IL4I1,IL4I1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,high,false,Defining conserved tumor-associated macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Conserved immunoregulatory tumor-associated state
Homo sapiens,human,CD274,IL4I1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,high,false,PD-L1-encoding immunoregulatory marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Activation and tumor-context marker
Homo sapiens,human,IDO1,IL4I1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,high,false,Immunoregulatory tryptophan-catabolism marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Activation and tumor-context marker
Homo sapiens,human,HLA-DRA,IL4I1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,moderate,false,Antigen-presentation program,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Not specific when used alone
Homo sapiens,human,CD86,IL4I1-positive tumor-associated macrophage,positive,tumor,tumor,CITE-seq,moderate,false,Antigen-presentation and activation marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Not specific when used alone
Homo sapiens,human,FABP4,alveolar macrophage,positive,lung,healthy,scRNA-seq,high,false,Canonical alveolar macrophage lipid-metabolism marker,A molecular cell atlas of the human lung from single-cell RNA sequencing,Travaglini et al. Nature. 2020;587:619-625,10.1038/s41586-020-2922-4,33208946,https://pubmed.ncbi.nlm.nih.gov/33208946/,reported_marker,Human lung cell atlas and supplemental marker tables,Human alveolar macrophage signature
Homo sapiens,human,PPARG,alveolar macrophage,positive,lung,healthy,scRNA-seq,high,false,Alveolar macrophage identity regulator,A molecular cell atlas of the human lung from single-cell RNA sequencing,Travaglini et al. Nature. 2020;587:619-625,10.1038/s41586-020-2922-4,33208946,https://pubmed.ncbi.nlm.nih.gov/33208946/,reported_marker,Human lung cell atlas and supplemental marker tables,Human alveolar macrophage signature
Homo sapiens,human,INHBA,alveolar macrophage,positive,lung,healthy,scRNA-seq,moderate,false,Alveolar macrophage-associated marker,A molecular cell atlas of the human lung from single-cell RNA sequencing,Travaglini et al. Nature. 2020;587:619-625,10.1038/s41586-020-2922-4,33208946,https://pubmed.ncbi.nlm.nih.gov/33208946/,reported_marker,Human lung cell atlas and supplemental marker tables,Expression can vary with lung state
Homo sapiens,human,MARCO,alveolar macrophage,positive,lung,healthy,scRNA-seq,high,false,Scavenger receptor enriched in alveolar macrophages,A molecular cell atlas of the human lung from single-cell RNA sequencing,Travaglini et al. Nature. 2020;587:619-625,10.1038/s41586-020-2922-4,33208946,https://pubmed.ncbi.nlm.nih.gov/33208946/,reported_marker,Human lung cell atlas and supplemental marker tables,Use with FABP4 and PPARG
Homo sapiens,human,NAPSA,alveolar macrophage,positive,lung,healthy,scRNA-seq,moderate,false,Alveolar macrophage-associated protease,A molecular cell atlas of the human lung from single-cell RNA sequencing,Travaglini et al. Nature. 2020;587:619-625,10.1038/s41586-020-2922-4,33208946,https://pubmed.ncbi.nlm.nih.gov/33208946/,reported_marker,Human lung cell atlas and supplemental marker tables,Use with canonical macrophage markers
Homo sapiens,human,SIGLEC1,alveolar macrophage,positive,lung,healthy,scRNA-seq,moderate,false,Macrophage lectin associated with alveolar identity,A molecular cell atlas of the human lung from single-cell RNA sequencing,Travaglini et al. Nature. 2020;587:619-625,10.1038/s41586-020-2922-4,33208946,https://pubmed.ncbi.nlm.nih.gov/33208946/,reported_marker,Human lung cell atlas and supplemental marker tables,Not specific when used alone
Homo sapiens,human,MARCO,Kupffer cell,positive,liver,healthy,scRNA-seq,high,false,Liver-resident macrophage scavenger receptor,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,MacParland et al. Nature Communications. 2018;9:4383,10.1038/s41467-018-06318-7,30348985,https://pubmed.ncbi.nlm.nih.gov/30348985/,reported_marker,Figure 5 and supplemental macrophage analysis,Human liver-resident macrophage signature
Homo sapiens,human,VSIG4,Kupffer cell,positive,liver,healthy,scRNA-seq,high,false,Complement receptor enriched in Kupffer cells,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,MacParland et al. Nature Communications. 2018;9:4383,10.1038/s41467-018-06318-7,30348985,https://pubmed.ncbi.nlm.nih.gov/30348985/,reported_marker,Figure 5 and supplemental macrophage analysis,Human liver-resident macrophage signature
Homo sapiens,human,TIMD4,Kupffer cell,positive,liver,healthy,scRNA-seq,high,false,Long-lived liver-resident macrophage marker,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,MacParland et al. Nature Communications. 2018;9:4383,10.1038/s41467-018-06318-7,30348985,https://pubmed.ncbi.nlm.nih.gov/30348985/,reported_marker,Figure 5 and supplemental macrophage analysis,Human liver-resident macrophage signature
Homo sapiens,human,CD5L,Kupffer cell,positive,liver,healthy,scRNA-seq,moderate,false,Liver macrophage scavenger-associated marker,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,MacParland et al. Nature Communications. 2018;9:4383,10.1038/s41467-018-06318-7,30348985,https://pubmed.ncbi.nlm.nih.gov/30348985/,reported_marker,Figure 5 and supplemental macrophage analysis,Use with MARCO and VSIG4
Homo sapiens,human,FOLR2,Kupffer cell,positive,liver,healthy,scRNA-seq,moderate,false,Resident-like liver macrophage marker,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,MacParland et al. Nature Communications. 2018;9:4383,10.1038/s41467-018-06318-7,30348985,https://pubmed.ncbi.nlm.nih.gov/30348985/,reported_marker,Figure 5 and supplemental macrophage analysis,Expression varies among Kupffer cell states
Homo sapiens,human,P2RY12,microglial cell,positive,brain,healthy,scRNA-seq,high,false,Homeostatic microglial receptor,Spatial and temporal heterogeneity of mouse and human microglia at single-cell resolution,Masuda et al. Nature. 2019;566:388-392,10.1038/s41586-019-0924-x,30760929,https://pubmed.ncbi.nlm.nih.gov/30760929/,reported_marker,Human microglia analysis and supplemental signatures,Human CNS-resident macrophage signature
Homo sapiens,human,TMEM119,microglial cell,positive,brain,healthy,scRNA-seq,high,false,Microglia-associated membrane marker,Spatial and temporal heterogeneity of mouse and human microglia at single-cell resolution,Masuda et al. Nature. 2019;566:388-392,10.1038/s41586-019-0924-x,30760929,https://pubmed.ncbi.nlm.nih.gov/30760929/,reported_marker,Human microglia analysis and supplemental signatures,Human CNS-resident macrophage signature
Homo sapiens,human,SALL1,microglial cell,positive,brain,healthy,scRNA-seq,high,false,Homeostatic microglial transcription factor,Spatial and temporal heterogeneity of mouse and human microglia at single-cell resolution,Masuda et al. Nature. 2019;566:388-392,10.1038/s41586-019-0924-x,30760929,https://pubmed.ncbi.nlm.nih.gov/30760929/,reported_marker,Human microglia analysis and supplemental signatures,Use with P2RY12 and TMEM119
Homo sapiens,human,GPR34,microglial cell,positive,brain,healthy,scRNA-seq,moderate,false,Homeostatic microglial receptor,Spatial and temporal heterogeneity of mouse and human microglia at single-cell resolution,Masuda et al. Nature. 2019;566:388-392,10.1038/s41586-019-0924-x,30760929,https://pubmed.ncbi.nlm.nih.gov/30760929/,reported_marker,Human microglia analysis and supplemental signatures,Use with P2RY12 and TMEM119
Homo sapiens,human,CX3CR1,microglial cell,positive,brain,healthy,scRNA-seq,moderate,false,Fractalkine receptor enriched in microglia,Spatial and temporal heterogeneity of mouse and human microglia at single-cell resolution,Masuda et al. Nature. 2019;566:388-392,10.1038/s41586-019-0924-x,30760929,https://pubmed.ncbi.nlm.nih.gov/30760929/,reported_marker,Human microglia analysis and supplemental signatures,Also expressed by other myeloid cells
